                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3561,                  9.246,                 0.6877,                  1.903,                  1.301,                0.97373,                0.96335,                0.99173,                0.72209,                      0,                      0,                      0,                      0,                 0.9548,                 8.4638,                0.63834,                  1.128,                 1.0204,             0.00054433,             0.00054433,             0.00054433
                      2,                 1.0329,                  7.318,                0.59413,                0.96539,                 1.0859,                0.98676,                0.98429,                0.99425,                0.76894,                0.13003,                0.12565,                0.01925,                0.00224,                0.83794,                 6.2038,                0.42873,                0.86704,                0.97865,              0.0010782,              0.0010782,              0.0010782
                      3,                0.98728,                 6.1114,                0.51011,                0.83894,                 1.0789,                0.99533,                0.97906,                0.99474,                0.71147,                0.20983,                0.21466,                0.06003,                0.01379,                 1.0127,                 6.0654,                0.21268,                 1.0107,                 1.0313,              0.0015901,              0.0015901,              0.0015901
                      4,                0.99017,                 5.2556,                0.45382,                0.77011,                 1.0649,                0.95452,                0.98953,                0.99224,                0.77412,                0.37703,                0.39791,                0.16188,                0.02821,                0.79722,                  4.765,                0.16546,                0.84693,                0.95404,               0.001568,               0.001568,               0.001568
                      5,                0.98577,                 4.4484,                0.43565,                0.72167,                 1.0774,                0.99863,                      1,                  0.995,                0.81834,                0.73191,                0.73298,                0.56645,                0.16371,                0.71094,                 3.1466,                 0.1197,                0.59107,                0.90867,               0.001568,               0.001568,               0.001568
                      6,                0.92569,                 3.9793,                0.43066,                0.66828,                 1.0487,                0.95633,                0.96335,                0.98726,                0.80976,                  0.762,                0.70157,                0.60468,                0.18748,                0.71238,                 3.4099,                0.12576,                0.65256,                0.90496,               0.001535,               0.001535,               0.001535
                      7,                0.92186,                 3.8058,                0.41949,                0.63378,                 1.0433,                0.96768,                0.98953,                0.99253,                0.83063,                0.90586,                0.90682,                0.89541,                0.39068,                0.67856,                 2.3102,                 0.1187,                0.60981,                0.89656,               0.001502,               0.001502,               0.001502
                      8,                0.84627,                 3.3446,                0.41904,                0.61045,                 1.0171,                0.98951,                0.98771,                0.99459,                0.85001,                0.92883,                0.90576,                0.88121,                0.43651,                 0.5967,                 2.2025,                0.13603,                0.54155,                0.87241,               0.001469,               0.001469,               0.001469
                      9,                0.85736,                 3.2884,                0.40401,                 0.5719,                 1.0058,                      1,                0.99805,                  0.995,                 0.8334,                0.93707,                0.93555,                0.91337,                0.43938,                0.67069,                 2.1476,                0.13759,                0.50518,                0.89413,               0.001436,               0.001436,               0.001436
                     10,                0.82312,                 3.0304,                0.40275,                0.55535,                  1.004,                0.99443,                      1,                  0.995,                 0.8517,                0.96143,                0.96859,                0.95974,                0.49396,                0.64897,                 1.8439,                 0.1475,                0.45179,                0.87739,              0.0014029,              0.0014029,              0.0014029
                     11,                    0.8,                 2.9123,                0.41768,                0.54391,                0.99454,                 0.9935,                      1,                0.99495,                0.85957,                0.96803,                0.97382,                0.97342,                0.53087,                0.58839,                 1.7685,                 0.1304,                 0.4278,                 0.8581,              0.0013699,              0.0013699,              0.0013699
                     12,                 0.7898,                 2.8094,                0.43084,                0.54979,                0.99202,                0.99939,                      1,                  0.995,                0.84057,                0.95749,                0.95812,                0.95358,                0.48877,                0.64129,                 1.8557,                 0.1333,                0.43962,                0.88419,              0.0013369,              0.0013369,              0.0013369
                     13,                0.78323,                 2.8616,                0.43338,                0.53706,                0.98149,                0.99917,                      1,                  0.995,                0.83194,                0.97301,                0.97382,                0.97156,                0.53491,                0.66654,                 1.7476,                0.14575,                0.44998,                0.87976,              0.0013039,              0.0013039,              0.0013039
                     14,                0.79662,                 2.7179,                0.41784,                0.55191,                0.99587,                      1,                0.99988,                  0.995,                0.83644,                0.98429,                0.98422,                0.98196,                0.54428,                0.62685,                 1.6448,                  0.155,                0.42283,                0.86821,              0.0012709,              0.0012709,              0.0012709
                     15,                0.79694,                  2.518,                0.40759,                0.52222,                0.98863,                0.99862,                      1,                  0.995,                 0.8329,                0.98892,                0.98953,                0.99391,                0.59317,                0.66187,                 1.5133,                0.14311,                0.44869,                 0.8811,              0.0012379,              0.0012379,              0.0012379
                     16,                0.75215,                  2.373,                0.39962,                0.51488,                 0.9785,                0.99403,                      1,                  0.995,                0.86572,                0.98259,                0.97906,                0.98065,                0.63765,                0.57173,                  1.351,                 0.1363,                0.43335,                0.85249,              0.0012049,              0.0012049,              0.0012049
                     17,                0.76901,                 2.3438,                0.39965,                0.49247,                0.98172,                0.99935,                      1,                  0.995,                0.86724,                0.98365,                0.98429,                0.98605,                 0.6498,                0.58705,                 1.4277,                0.13411,                0.38947,                0.86301,              0.0011719,              0.0011719,              0.0011719
                     18,                0.73432,                 2.3175,                0.41149,                0.48674,                0.97743,                0.99863,                      1,                  0.995,                0.86661,                0.98291,                0.98429,                0.98405,                0.63619,                0.55974,                 1.4201,                0.14615,                0.37831,                0.85161,              0.0011389,              0.0011389,              0.0011389
                     19,                0.70251,                 2.2999,                0.39845,                0.47035,                0.95363,                0.99936,                      1,                  0.995,                0.87821,                0.99413,                0.99476,                0.99353,                0.63427,                0.54358,                 1.3737,                0.14195,                0.37276,                0.85475,              0.0011059,              0.0011059,              0.0011059
