                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2899,                 9.3183,                0.70688,                 1.9117,                 1.2694,                 0.9614,                0.94242,                0.98429,                0.73919,                0.00261,                0.00541,                0.00011,                  4e-05,                0.91714,                 8.1726,                0.67976,                 1.3308,                 0.9961,             0.00054433,             0.00054433,             0.00054433
                      2,                 1.0517,                 7.2017,                0.66942,                 1.0437,                 1.1139,                0.97778,                0.95144,                0.98406,                0.73693,                0.36297,                0.36216,                0.14962,                0.02354,                0.94749,                 5.6013,                0.59968,                0.96037,                 1.0088,              0.0010782,              0.0010782,              0.0010782
                      3,                   1.03,                 5.7467,                0.62608,                0.90306,                  1.105,                0.97886,                0.96216,                0.99266,                0.81481,                0.24946,                0.24324,                0.07031,                 0.0095,                0.71725,                 5.4795,                0.54409,                0.95286,                0.93274,              0.0015901,              0.0015901,              0.0015901
                      4,                0.92814,                 5.0795,                0.60108,                 0.8213,                 1.0643,                0.93511,                0.93478,                0.96855,                0.73335,                0.45676,                 0.4545,                0.24188,                0.05152,                0.85562,                 4.4986,                0.48315,                 1.0734,                0.96283,               0.001568,               0.001568,               0.001568
                      5,                0.94568,                 4.5646,                0.57791,                0.75162,                 1.0646,                0.98029,                0.98378,                0.99004,                0.78449,                0.87308,                0.85519,                0.80882,                0.28946,                0.75901,                 3.1022,                  0.466,                 1.1361,                0.93571,               0.001568,               0.001568,               0.001568
                      6,                0.88814,                 4.1791,                0.56312,                0.68502,                 1.0486,                0.99453,                0.98319,                0.99463,                0.82852,                0.91002,                0.87465,                0.85371,                0.36199,                0.68297,                 2.7612,                0.45843,                0.56594,                0.91521,               0.001535,               0.001535,               0.001535
                      7,                0.87716,                 3.9397,                0.55755,                0.64719,                 1.0362,                0.99885,                      1,                  0.995,                0.80951,                0.91316,                 0.9094,                0.87064,                0.40955,                0.75221,                 2.3005,                0.44871,                0.56907,                0.91267,               0.001502,               0.001502,               0.001502
                      8,                0.86718,                  3.427,                0.54697,                0.62721,                 1.0153,                0.97805,                0.97838,                0.99211,                0.78366,                0.92428,                0.92372,                0.90971,                0.48918,                0.81359,                 2.1258,                0.44322,                0.64675,                0.93405,               0.001469,               0.001469,               0.001469
                      9,                0.83417,                 3.2211,                 0.5315,                0.60039,                0.98747,                0.98366,                0.97615,                0.99386,                0.83269,                0.92527,                 0.8973,                0.87994,                0.43045,                0.68004,                 2.2802,                0.43405,                0.59676,                0.89831,               0.001436,               0.001436,               0.001436
                     10,                0.80305,                 3.1578,                0.53898,                0.58745,                 1.0024,                0.99545,                0.97838,                0.99468,                0.83171,                0.95498,                0.91725,                0.92087,                 0.5286,                0.65517,                 1.9234,                0.44012,                0.48801,                0.89072,              0.0014029,              0.0014029,              0.0014029
                     11,                0.78875,                 3.0148,                0.53528,                0.57182,                0.99578,                 0.9881,                0.98378,                0.99436,                 0.8548,                0.94453,                0.94054,                0.94697,                0.52776,                 0.6113,                 1.8846,                0.44195,                0.47353,                0.87666,              0.0013699,              0.0013699,              0.0013699
                     12,                0.80627,                 3.0697,                0.53479,                0.57813,                 1.0053,                0.99438,                      1,                  0.995,                0.84143,                0.96153,                0.94571,                0.94602,                0.54396,                0.64353,                  1.839,                0.43708,                0.46508,                0.87885,              0.0013369,              0.0013369,              0.0013369
                     13,                0.82011,                 2.9478,                0.52413,                0.57104,                 1.0057,                0.99322,                      1,                  0.995,                0.84209,                0.96024,                0.95676,                0.96339,                0.55314,                0.68175,                 1.7645,                0.43379,                0.46771,                0.89178,              0.0013039,              0.0013039,              0.0013039
                     14,                   0.76,                 2.6838,                0.51402,                0.53751,                0.97928,                0.99387,                0.99459,                0.99219,                0.83766,                0.96142,                0.96216,                0.95503,                 0.6059,                0.61264,                 1.5144,                0.42227,                0.45462,                0.88493,              0.0012709,              0.0012709,              0.0012709
                     15,                0.76612,                  2.616,                0.51479,                0.54417,                 0.9872,                0.99358,                      1,                0.99478,                0.86927,                0.96782,                0.96757,                0.97236,                0.62844,                0.57423,                 1.4419,                0.41712,                0.42264,                0.86111,              0.0012379,              0.0012379,              0.0012379
                     16,                  0.759,                 2.4445,                0.51768,                0.51522,                0.97695,                0.99772,                0.99459,                  0.995,                0.83385,                0.96012,                0.95676,                 0.9274,                0.63142,                0.65521,                 1.3188,                0.41829,                0.43042,                0.88692,              0.0012049,              0.0012049,              0.0012049
                     17,                 0.7605,                 2.4205,                0.50518,                0.52169,                0.98489,                0.99461,                0.99815,                0.99489,                0.88431,                0.96728,                0.96757,                0.97079,                0.68166,                 0.5099,                 1.3254,                0.41722,                0.39884,                0.85053,              0.0011719,              0.0011719,              0.0011719
                     18,                0.71559,                 2.3045,                0.51082,                0.49875,                0.95846,                0.99859,                0.98919,                0.99489,                0.88217,                0.97676,                0.96757,                0.97176,                0.68993,                0.54067,                 1.3689,                0.42238,                0.39313,                 0.8449,              0.0011389,              0.0011389,              0.0011389
                     19,                0.71161,                 2.3499,                0.50736,                 0.5009,                0.97045,                 0.9965,                0.99459,                  0.995,                0.87428,                0.96746,                0.95676,                0.96175,                0.66515,                0.53653,                 1.2903,                0.41814,                0.37918,                 0.8513,              0.0011059,              0.0011059,              0.0011059
                     20,                 0.6891,                 2.2015,                0.51052,                0.47835,                0.95374,                      1,                0.99985,                  0.995,                0.88229,                0.97297,                0.97285,                0.97484,                0.70387,                0.52058,                 1.2171,                0.41297,                0.36473,                0.83745,              0.0010729,              0.0010729,              0.0010729
                     21,                0.71561,                 2.1035,                 0.4956,                0.49339,                0.95762,                0.99994,                0.99459,                  0.995,                0.87447,                0.97271,                0.96757,                0.96304,                0.67462,                0.54368,                 1.2456,                0.40669,                0.38259,                 0.8427,              0.0010399,              0.0010399,              0.0010399
                     22,                0.67512,                 1.9836,                0.49378,                0.45669,                0.95596,                0.99643,                0.99459,                  0.995,                0.87852,                0.96911,                0.96757,                 0.9664,                0.69201,                0.56458,                    1.2,                0.40787,                0.37258,                0.84087,              0.0010069,              0.0010069,              0.0010069
                     23,                0.66812,                 2.1057,                0.49381,                0.45882,                0.94756,                      1,                0.99994,                  0.995,                0.85809,                0.97297,                0.97296,                0.97204,                 0.6705,                0.61482,                 1.2809,                0.40948,                0.37789,                0.86389,             0.00097386,             0.00097386,             0.00097386
                     24,                0.63821,                 1.8194,                0.49063,                0.44237,                0.94177,                      1,                0.99408,                  0.995,                0.87071,                 0.9826,                0.97297,                 0.9675,                0.69817,                 0.5344,                 1.1052,                0.40015,                0.36085,                0.84709,             0.00094085,             0.00094085,             0.00094085
                     25,                 0.6709,                  1.956,                0.50193,                0.45165,                0.95237,                      1,                0.99883,                  0.995,                0.90074,                0.98693,                0.96757,                0.97773,                0.72527,                 0.4862,                  1.077,                0.40327,                0.35134,                0.83469,             0.00090785,             0.00090785,             0.00090785
                     26,                0.63328,                 1.9117,                0.48963,                0.43524,                0.93657,                 0.9982,                      1,                  0.995,                0.89377,                0.98741,                0.98919,                0.98622,                0.75784,                0.50277,                0.99856,                0.40802,                0.33741,                0.83157,             0.00087484,             0.00087484,             0.00087484
                     27,                0.63052,                 1.8982,                0.48273,                0.42801,                0.93462,                0.99921,                      1,                  0.995,                0.90613,                0.99261,                0.97838,                 0.9872,                0.75004,                0.47542,                 1.0285,                0.40472,                0.34523,                 0.8349,             0.00084184,             0.00084184,             0.00084184
                     28,                0.62772,                 1.8302,                0.48376,                0.43511,                0.94033,                0.99969,                      1,                  0.995,                0.89827,                0.98817,                0.98378,                  0.985,                0.75595,                0.48563,                 1.0066,                0.40904,                0.32686,                0.83543,             0.00080883,             0.00080883,             0.00080883
                     29,                0.61851,                 1.7514,                0.47931,                 0.4188,                 0.9279,                0.99961,                      1,                  0.995,                0.90158,                0.97311,                0.97796,                0.97713,                0.76819,                0.45632,                0.98081,                0.40076,                  0.319,                0.83305,             0.00077582,             0.00077582,             0.00077582
