                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3185,                 9.2515,                0.69449,                 1.2157,                  1.267,                  0.986,                0.98454,                0.99448,                0.76105,                0.00649,                0.00515,                0.00028,                  3e-05,                0.85156,                 7.9111,                0.63786,                0.64189,                 0.9183,             0.00065306,             0.00065306,             0.00065306
                      2,                0.99455,                 6.7621,                0.59202,                0.67542,                 1.0708,                0.98979,                0.99981,                0.99469,                0.73263,                0.42996,                0.40722,                0.21144,                0.03263,                0.91362,                  5.519,                 0.3896,                0.64567,                 1.0234,              0.0012936,              0.0012936,              0.0012936
                      3,                0.96987,                 5.2379,                 0.4753,                0.66628,                 1.0642,                0.96623,                0.98454,                0.99143,                0.74974,                  0.601,                0.57456,                 0.4269,                 0.1072,                0.84707,                 4.5858,                 0.2147,                 0.7183,                0.97265,              0.0019077,              0.0019077,              0.0019077
                      4,                0.90297,                 4.5574,                0.42957,                0.62662,                  1.026,                0.98976,                0.99615,                0.99479,                0.83436,                 0.4862,                0.48454,                0.25555,                0.05893,                0.66726,                 4.3728,                0.13234,                0.66275,                0.89098,              0.0018812,              0.0018812,              0.0018812
                      5,                0.89208,                 4.1376,                0.41795,                0.59654,                 1.0179,                0.98459,                0.98773,                0.99474,                0.81728,                0.84806,                0.84021,                0.78202,                0.19975,                0.74434,                 3.0538,                0.12928,                0.56641,                0.90737,              0.0018812,              0.0018812,              0.0018812
                      6,                0.84627,                   3.62,                0.41462,                0.57982,                 1.0047,                0.99638,                      1,                  0.995,                0.78775,                0.86157,                0.81959,                0.75383,                 0.3136,                0.79367,                 2.5598,                0.14036,                0.51219,                0.90194,              0.0018416,              0.0018416,              0.0018416
                      7,                0.86092,                 3.1552,                0.40934,                0.56341,                0.99247,                0.98465,                0.99182,                0.99417,                0.84773,                0.93351,                 0.9408,                0.93126,                0.45047,                0.60924,                 2.0952,                0.12659,                0.49376,                 0.8743,               0.001802,               0.001802,               0.001802
                      8,                0.81417,                 3.0143,                0.40963,                0.54495,                0.99458,                0.99346,                      1,                0.99495,                0.84835,                0.95759,                0.96392,                0.95144,                0.44184,                0.62743,                 2.1234,                0.13752,                0.43405,                0.88409,              0.0017624,              0.0017624,              0.0017624
                      9,                0.85694,                 2.7666,                0.40607,                 0.5471,                 1.0004,                0.99405,                      1,                  0.995,                 0.8611,                 0.9735,                0.97938,                0.95679,                0.57505,                0.64212,                 1.6051,                0.14154,                0.46078,                0.87854,              0.0017228,              0.0017228,              0.0017228
                     10,                0.72817,                 2.4775,                0.38149,                0.47445,                0.95488,                0.99851,                      1,                  0.995,                0.82391,                0.99336,                0.99485,                0.99495,                0.56206,                0.66841,                 1.6328,                0.13519,                0.40969,                0.88388,              0.0016832,              0.0016832,              0.0016832
                     11,                0.76891,                 2.6459,                0.40453,                 0.5196,                0.95813,                0.99777,                      1,                  0.995,                0.86468,                0.97205,                0.97423,                0.96855,                0.57596,                0.56047,                 1.6636,                0.14202,                0.46252,                0.84625,              0.0016436,              0.0016436,              0.0016436
                     12,                0.72187,                 2.3784,                0.39413,                 0.4975,                0.95707,                0.99827,                      1,                  0.995,                0.88154,                0.99827,                      1,                  0.995,                0.69193,                0.53311,                 1.3025,                0.13704,                0.42901,                0.85041,               0.001604,               0.001604,               0.001604
                     13,                0.74523,                 2.4785,                0.39985,                0.50833,                0.96418,                0.98298,                0.98969,                0.99469,                0.89353,                0.97274,                0.97938,                0.98278,                0.62215,                0.51459,                 1.3785,                0.13986,                 0.4974,                0.85327,              0.0015644,              0.0015644,              0.0015644
                     14,                0.71664,                 2.2382,                0.38765,                0.47637,                0.96756,                      1,                0.99935,                  0.995,                 0.8703,                      1,                0.99935,                  0.995,                0.72716,                0.55908,                  1.128,                 0.1398,                0.37576,                0.86051,              0.0015248,              0.0015248,              0.0015248
                     15,                0.72904,                 2.0873,                0.38098,                0.49831,                0.97206,                0.99635,                      1,                  0.995,                0.91389,                0.99635,                      1,                  0.995,                0.69675,                0.45324,                 1.1175,                0.11845,                0.36087,                 0.8291,              0.0014852,              0.0014852,              0.0014852
                     16,                0.68473,                 2.0543,                0.36374,                0.45438,                0.95056,                0.99366,                      1,                0.99495,                0.90038,                0.98853,                0.99485,                0.99349,                0.71333,                0.49478,                 1.0472,                 0.1292,                 0.3647,                0.83775,              0.0014456,              0.0014456,              0.0014456
                     17,                 0.6974,                 2.0012,                0.35753,                0.46562,                0.94345,                0.99936,                      1,                  0.995,                0.88803,                0.99421,                0.99485,                0.99253,                0.74437,                0.50106,                  1.067,                0.12629,                0.37492,                0.83891,               0.001406,               0.001406,               0.001406
                     18,                0.68175,                 2.1156,                0.36397,                 0.4846,                0.94603,                0.99951,                      1,                  0.995,                0.87886,                0.99951,                      1,                  0.995,                0.71641,                0.53209,                 1.0401,                0.13679,                0.36592,                0.83525,              0.0013664,              0.0013664,              0.0013664
                     19,                0.64489,                 1.8457,                0.33364,                0.43558,                  0.928,                0.99792,                      1,                  0.995,                0.89476,                0.99792,                      1,                  0.995,                0.75011,                 0.5168,                 1.1152,                0.11844,                0.35458,                 0.8374,              0.0013268,              0.0013268,              0.0013268
                     20,                0.65115,                 1.8473,                0.31784,                0.42979,                0.93265,                0.99401,                      1,                  0.995,                0.90386,                0.99401,                      1,                  0.995,                0.75599,                0.44913,                0.90292,                 0.1122,                0.36123,                0.82706,              0.0012872,              0.0012872,              0.0012872
                     21,                0.64515,                 1.7212,                0.31295,                0.43051,                0.92275,                 0.9991,                      1,                  0.995,                0.90396,                 0.9991,                      1,                  0.995,                 0.7399,                0.46926,                0.93991,                0.11192,                0.33375,                0.82012,              0.0012476,              0.0012476,              0.0012476
