                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.62424,                 1.4762,                0.42442,                0.41522,                0.91743,                0.99651,                 0.9972,                  0.995,                0.92044,                0.99651,                 0.9972,                  0.995,                0.82786,                0.41858,                0.73033,                0.34504,                0.30653,                0.81238,              0.0016436,              0.0016436,              0.0016436
                     12,                0.61181,                  1.366,                0.41408,                0.40641,                0.91714,                0.99985,                      1,                  0.995,                0.92789,                0.99985,                      1,                  0.995,                0.84199,                0.40501,                0.63948,                0.33097,                0.29368,                0.81164,               0.001604,               0.001604,               0.001604
                     13,                0.56557,                 1.2614,                0.40814,                0.37975,                0.89894,                      1,                 0.9994,                  0.995,                0.91726,                      1,                 0.9994,                  0.995,                0.83818,                0.44978,                0.63378,                0.32723,                0.30894,                0.82064,              0.0015644,              0.0015644,              0.0015644
                     14,                0.59748,                 1.2512,                0.40463,                0.40255,                0.91357,                0.99962,                      1,                  0.995,                0.88741,                0.99962,                      1,                  0.995,                 0.8563,                0.50178,                0.58797,                0.32218,                0.32508,                0.83929,              0.0015248,              0.0015248,              0.0015248
                     15,                0.58639,                 1.2131,                0.40469,                0.39159,                  0.909,                0.99948,                      1,                  0.995,                0.92569,                0.99948,                      1,                  0.995,                 0.8737,                0.41215,                0.55058,                0.32796,                 0.3114,                0.80828,              0.0014852,              0.0014852,              0.0014852
                     16,                0.56268,                 1.1508,                0.39943,                0.38187,                0.90424,                0.99964,                      1,                  0.995,                0.92676,                0.99964,                      1,                  0.995,                 0.8875,                0.40225,                0.53772,                0.32756,                0.28448,                0.81081,              0.0014456,              0.0014456,              0.0014456
                     17,                0.53574,                 1.0778,                0.39042,                0.36187,                0.89248,                0.99966,                      1,                  0.995,                0.92892,                0.99966,                      1,                  0.995,                0.88724,                0.40007,                0.49535,                0.30765,                0.28553,                0.81303,               0.001406,               0.001406,               0.001406
                     18,                0.54557,                 1.0642,                0.38532,                0.37135,                0.89568,                0.99986,                      1,                  0.995,                 0.9281,                0.99986,                      1,                  0.995,                0.89045,                0.38831,                0.47685,                0.31219,                0.26432,                0.80668,              0.0013664,              0.0013664,              0.0013664
                     19,                0.52642,                0.99611,                0.38047,                0.35536,                 0.8917,                 0.9993,                      1,                  0.995,                0.93365,                 0.9993,                      1,                  0.995,                0.91451,                0.36816,                 0.4301,                0.31413,                0.27675,                0.80045,              0.0013268,              0.0013268,              0.0013268
                     20,                0.51455,                0.97119,                0.37732,                 0.3528,                0.88797,                0.99814,                      1,                  0.995,                0.93887,                0.99814,                      1,                  0.995,                0.89747,                0.36226,                0.44721,                0.30695,                0.26285,                0.80082,              0.0012872,              0.0012872,              0.0012872
                     21,                0.51103,                0.96928,                0.37175,                 0.3491,                0.88669,                0.99986,                      1,                  0.995,                0.96063,                0.99986,                      1,                  0.995,                0.90652,                0.31976,                0.41416,                0.30753,                0.24977,                0.79042,              0.0012476,              0.0012476,              0.0012476
                     22,                0.49694,                0.93944,                0.37155,                0.34043,                0.88209,                0.99892,                      1,                  0.995,                0.95282,                0.99892,                      1,                  0.995,                0.91222,                0.33629,                 0.4074,                0.30062,                0.25715,                0.79535,               0.001208,               0.001208,               0.001208
                     23,                0.47286,                0.87105,                 0.3643,                0.32622,                0.87397,                 0.9998,                      1,                  0.995,                0.94231,                 0.9998,                      1,                  0.995,                0.91223,                0.34543,                0.41153,                0.30352,                 0.2563,                0.79288,              0.0011684,              0.0011684,              0.0011684
                     24,                0.48346,                0.85789,                0.36608,                0.32762,                0.87615,                0.99956,                      1,                  0.995,                0.96733,                0.99956,                      1,                  0.995,                0.92314,                0.31049,                0.39524,                0.29832,                0.23598,                0.78642,              0.0011288,              0.0011288,              0.0011288
                     25,                0.47779,                0.87211,                0.35507,                0.32535,                0.87478,                0.99973,                      1,                  0.995,                0.95393,                0.99973,                      1,                  0.995,                0.93413,                0.34724,                0.38275,                0.29312,                0.24383,                0.79621,              0.0010892,              0.0010892,              0.0010892
                     26,                 0.4765,                 0.8187,                0.35279,                0.32332,                0.87612,                0.99974,                      1,                  0.995,                0.94927,                0.99974,                      1,                  0.995,                0.95006,                0.36501,                 0.3347,                0.28925,                0.24621,                0.79892,              0.0010496,              0.0010496,              0.0010496
                     27,                0.47668,                0.81559,                0.34861,                0.32471,                0.87781,                 0.9998,                      1,                  0.995,                0.95469,                 0.9998,                      1,                  0.995,                0.94081,                0.32927,                0.33563,                0.28807,                0.23785,                0.79299,                0.00101,                0.00101,                0.00101
                     28,                0.46356,                0.80542,                0.34814,                0.31599,                0.87231,                0.99986,                      1,                  0.995,                0.96022,                0.99986,                      1,                  0.995,                0.94355,                 0.3144,                0.33687,                0.29105,                0.23321,                0.78915,              0.0009704,              0.0009704,              0.0009704
                     29,                0.45285,                0.76006,                0.34123,                0.30853,                0.86895,                0.99983,                      1,                  0.995,                0.96019,                0.99983,                      1,                  0.995,                0.94817,                0.32072,                0.31936,                0.28634,                0.22334,                0.79019,              0.0009308,              0.0009308,              0.0009308
                     30,                0.44479,                0.72276,                0.34728,                0.30288,                0.86644,                0.99977,                      1,                  0.995,                0.97264,                0.99977,                      1,                  0.995,                0.94348,                0.29018,                0.32017,                0.28626,                0.22226,                0.78236,              0.0008912,              0.0008912,              0.0008912
                     31,                0.44473,                 0.7186,                0.33904,                0.29815,                0.86778,                0.99974,                      1,                  0.995,                0.96328,                0.99974,                      1,                  0.995,                0.93797,                0.29746,                0.32092,                0.28078,                0.24908,                0.78653,              0.0008516,              0.0008516,              0.0008516
                     32,                0.43853,                0.70619,                0.33898,                0.30131,                0.86388,                0.99982,                      1,                  0.995,                0.97428,                0.99982,                      1,                  0.995,                0.93905,                0.27319,                0.32347,                0.28235,                0.21555,                0.78161,               0.000812,               0.000812,               0.000812
                     33,                0.43379,                0.70968,                0.33925,                 0.2963,                0.86598,                0.99989,                      1,                  0.995,                0.97798,                0.99989,                      1,                  0.995,                0.95418,                0.26541,                0.30479,                0.27931,                0.21056,                0.77657,              0.0007724,              0.0007724,              0.0007724
                     34,                0.41927,                0.67831,                0.33205,                0.29176,                0.85935,                0.99977,                      1,                  0.995,                0.96684,                0.99977,                      1,                  0.995,                0.95639,                0.28592,                0.29579,                0.27728,                0.21371,                0.77782,              0.0007328,              0.0007328,              0.0007328
                     35,                  0.411,                 0.6894,                  0.333,                0.28241,                0.85911,                0.99989,                      1,                  0.995,                0.98258,                0.99989,                      1,                  0.995,                0.96104,                0.25184,                0.27842,                0.27547,                0.19489,                 0.7752,              0.0006932,              0.0006932,              0.0006932
                     36,                0.41481,                0.66332,                0.32948,                0.28442,                0.86292,                0.99988,                      1,                  0.995,                 0.9663,                0.99988,                      1,                  0.995,                0.96144,                0.28309,                0.26284,                0.27503,                0.19985,                 0.7803,              0.0006536,              0.0006536,              0.0006536
                     37,                0.40291,                0.61906,                0.32726,                0.27635,                0.85269,                0.99983,                      1,                  0.995,                0.97096,                0.99983,                      1,                  0.995,                0.95736,                 0.2768,                0.27153,                0.27544,                 0.1968,                0.77853,               0.000614,               0.000614,               0.000614
                     38,                0.39908,                0.60438,                0.32972,                0.27902,                0.85557,                0.99988,                      1,                  0.995,                0.98311,                0.99988,                      1,                  0.995,                0.96817,                0.24045,                0.26202,                0.27581,                0.19135,                0.77247,              0.0005744,              0.0005744,              0.0005744
                     39,                0.39659,                0.59183,                0.32768,                0.27547,                0.85958,                0.99955,                      1,                  0.995,                0.97885,                0.99955,                      1,                  0.995,                0.96121,                0.25508,                0.25927,                0.27539,                0.19715,                0.77441,              0.0005348,              0.0005348,              0.0005348
                     40,                0.38303,                0.58433,                0.32332,                0.26876,                0.85495,                0.99986,                      1,                  0.995,                0.97707,                0.99986,                      1,                  0.995,                0.96387,                0.25244,                0.25138,                0.27337,                0.18575,                0.77485,              0.0004952,              0.0004952,              0.0004952
                     41,                0.27645,                 0.2772,                0.27282,                0.20269,                0.77903,                0.99988,                      1,                  0.995,                0.98235,                0.99988,                      1,                  0.995,                0.97409,                0.24895,                0.22565,                 0.2592,                0.19237,                0.77551,              0.0004556,              0.0004556,              0.0004556
                     42,                0.26565,                0.26375,                 0.2629,                0.20206,                 0.7808,                 0.9999,                      1,                  0.995,                 0.9823,                 0.9999,                      1,                  0.995,                 0.9765,                0.23658,                0.21085,                0.25312,                0.19204,                0.77521,               0.000416,               0.000416,               0.000416
                     43,                0.25444,                0.25862,                0.25692,                0.19913,                0.78245,                0.99987,                      1,                  0.995,                0.98531,                0.99987,                      1,                  0.995,                0.97834,                0.22442,                0.20165,                0.24957,                0.18548,                0.77046,              0.0003764,              0.0003764,              0.0003764
                     44,                0.24407,                0.24378,                0.25464,                0.19195,                0.77646,                 0.9999,                      1,                  0.995,                0.98541,                 0.9999,                      1,                  0.995,                0.97941,                0.22823,                0.20156,                0.24802,                0.18021,                0.76987,              0.0003368,              0.0003368,              0.0003368
                     45,                0.23063,                 0.2429,                0.25491,                0.18426,                0.77684,                 0.9999,                      1,                  0.995,                0.98663,                 0.9999,                      1,                  0.995,                0.97928,                0.21934,                0.19613,                0.24506,                0.17439,                0.76968,              0.0002972,              0.0002972,              0.0002972
                     46,                0.22237,                0.22954,                0.24991,                0.17894,                0.77227,                 0.9999,                      1,                  0.995,                0.98843,                 0.9999,                      1,                  0.995,                0.98085,                0.21674,                0.18565,                0.24286,                0.16879,                0.76933,              0.0002576,              0.0002576,              0.0002576
                     47,                0.21812,                0.22119,                0.25082,                 0.1723,                0.76999,                 0.9999,                      1,                  0.995,                0.98857,                 0.9999,                      1,                  0.995,                0.98454,                0.21392,                0.18261,                 0.2437,                0.16673,                0.76879,               0.000218,               0.000218,               0.000218
                     48,                0.20839,                0.21545,                0.24923,                0.16683,                0.77624,                 0.9999,                      1,                  0.995,                0.98812,                 0.9999,                      1,                  0.995,                0.98445,                0.21254,                0.18278,                0.24212,                0.16239,                0.76631,              0.0001784,              0.0001784,              0.0001784
                     49,                 0.2048,                0.20869,                0.24855,                0.16184,                0.77106,                 0.9999,                      1,                  0.995,                0.99178,                 0.9999,                      1,                  0.995,                0.98554,                0.19126,                0.17175,                0.23952,                0.15377,                0.76669,              0.0001388,              0.0001388,              0.0001388
                     50,                0.19182,                0.19834,                0.24538,                0.15647,                0.76986,                 0.9999,                      1,                  0.995,                0.99073,                 0.9999,                      1,                  0.995,                0.98734,                0.19015,                0.16903,                0.23829,                0.15137,                0.76705,               9.92e-05,               9.92e-05,               9.92e-05
