                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4703,                 8.6814,                0.71083,                 1.3939,                 1.3446,                0.86249,                   0.97,                0.95275,                0.62825,                0.00504,                  0.005,                0.00028,                  3e-05,                 1.1584,                  8.002,                0.64998,                0.68234,                 1.0914,             0.00065333,             0.00065333,             0.00065333
                      2,                 1.0448,                 6.1513,                0.58511,                0.67837,                 1.0606,                0.96474,                   0.97,                 0.9889,                0.73659,                0.56398,                  0.475,                 0.3599,                0.06352,                0.92495,                 4.8214,                0.42986,                 0.7102,                 1.0108,              0.0012939,              0.0012939,              0.0012939
                      3,                0.99322,                 4.7652,                 0.4509,                0.68468,                 1.0678,                0.94677,                0.97832,                0.98774,                0.76655,                0.49655,                   0.51,                0.29951,                0.05511,                0.85384,                 4.9292,                0.25609,                0.64572,                 1.0048,               0.001908,               0.001908,               0.001908
                      4,                0.99047,                  3.982,                0.37021,                 0.6481,                 1.0411,                0.99003,                0.99335,                  0.994,                0.76401,                0.84132,                  0.825,                0.79173,                0.30435,                0.85502,                 2.9979,                0.14121,                0.57405,                0.96408,              0.0018812,              0.0018812,              0.0018812
                      5,                0.94491,                 3.6611,                 0.3518,                0.60129,                 1.0194,                0.98111,                  0.995,                 0.9947,                0.71406,                0.87516,                   0.86,                0.81881,                0.35806,                 1.0255,                  2.521,                0.11764,                0.58478,                 1.0201,              0.0018812,              0.0018812,              0.0018812
                      6,                0.93548,                 3.2314,                0.32194,                0.60389,                 1.0224,                0.98849,                   0.99,                0.99451,                0.78202,                0.94792,                  0.935,                0.92332,                0.46204,                0.83805,                 2.1898,                0.09157,                0.51305,                0.95985,              0.0018416,              0.0018416,              0.0018416
                      7,                0.91228,                 2.8671,                0.32496,                0.59229,                 1.0125,                0.99302,                  0.995,                 0.9944,                 0.8084,                0.96292,                  0.965,                0.94445,                0.47201,                0.74038,                 1.9837,                0.08171,                0.48338,                0.93039,               0.001802,               0.001802,               0.001802
                      8,                0.87047,                 2.6889,                 0.3401,                 0.5483,                  1.004,                      1,                0.99878,                  0.995,                0.83393,                0.97998,                0.97884,                0.97427,                0.51868,                0.69809,                 1.7147,                0.08457,                  0.466,                0.90895,              0.0017624,              0.0017624,              0.0017624
                      9,                0.81926,                 2.4404,                0.30615,                0.51016,                0.97305,                0.99575,                      1,                  0.995,                0.81241,                0.97435,                   0.98,                0.97018,                0.48112,                0.74575,                 1.7621,                 0.0792,                0.46573,                0.91244,              0.0017228,              0.0017228,              0.0017228
                     10,                0.78976,                 2.2947,                0.31962,                0.49903,                0.96577,                0.98965,                      1,                0.99485,                0.85833,                 0.9847,                  0.995,                0.99225,                0.59442,                0.60909,                 1.4408,                0.07981,                0.42081,                0.87328,              0.0016832,              0.0016832,              0.0016832
                     11,                0.77525,                  2.128,                 0.3168,                0.50117,                0.95948,                0.99549,                      1,                  0.995,                0.86704,                 0.9934,                  0.995,                  0.995,                0.60689,                0.56253,                 1.4254,                0.07963,                0.38975,                0.86487,              0.0016436,              0.0016436,              0.0016436
                     12,                0.76125,                 2.0217,                0.32284,                0.48127,                0.95827,                0.99417,                  0.995,                0.99475,                0.83912,                0.98906,                   0.99,                0.99425,                 0.6356,                0.62189,                 1.2422,                0.07839,                0.40387,                0.87115,               0.001604,               0.001604,               0.001604
                     13,                0.74995,                   2.07,                0.33577,                0.47986,                0.95542,                0.99437,                      1,                  0.995,                0.86175,                0.99437,                      1,                  0.995,                0.68759,                0.57356,                 1.1182,                 0.0837,                0.37178,                0.85673,              0.0015644,              0.0015644,              0.0015644
                     14,                0.79065,                 1.9983,                0.30458,                0.48849,                0.97222,                 0.9946,                      1,                0.99495,                0.85997,                0.98144,                  0.985,                0.98779,                0.72703,                0.59579,                  1.195,                0.08634,                0.37328,                0.86781,              0.0015248,              0.0015248,              0.0015248
                     15,                0.73679,                 1.9426,                 0.2985,                0.46738,                 0.9512,                0.99444,                      1,                 0.9949,                0.87308,                0.99444,                      1,                 0.9949,                0.67438,                0.55579,                 1.2132,                0.08235,                0.37704,                0.85795,              0.0014852,              0.0014852,              0.0014852
                     16,                0.72831,                 1.9115,                0.28727,                0.46714,                0.95277,                0.99905,                      1,                  0.995,                  0.839,                0.99905,                      1,                  0.995,                0.72426,                0.64618,                  1.133,                0.06981,                0.37874,                0.88124,              0.0014456,              0.0014456,              0.0014456
                     17,                 0.7291,                 1.7013,                0.28305,                0.45925,                0.94412,                0.99248,                      1,                  0.995,                0.86255,                0.99248,                      1,                  0.995,                0.75437,                0.58374,                0.97482,                0.07025,                0.36291,                0.86521,               0.001406,               0.001406,               0.001406
                     18,                0.69739,                 1.7179,                0.27506,                0.45625,                0.93709,                0.99966,                      1,                  0.995,                0.87842,                0.99467,                  0.995,                0.99495,                0.72949,                0.51998,                 1.0473,                0.06768,                0.34197,                0.84852,              0.0013664,              0.0013664,              0.0013664
                     19,                0.68895,                 1.6114,                0.25753,                0.44439,                0.93518,                 0.9922,                      1,                  0.995,                0.85113,                0.98985,                  0.985,                0.98604,                0.72722,                0.60372,                0.98816,                0.06271,                0.37771,                0.86669,              0.0013268,              0.0013268,              0.0013268
                     20,                0.71146,                 1.6582,                0.26003,                0.44153,                0.94011,                0.99384,                      1,                0.99495,                0.84827,                0.99384,                      1,                0.99495,                0.77359,                0.60941,                0.88444,                0.06203,                 0.3645,                0.85882,              0.0012872,              0.0012872,              0.0012872
                     21,                0.68778,                 1.5712,                0.24122,                0.44104,                0.92595,                0.99813,                      1,                  0.995,                0.89513,                 0.9931,                  0.995,                0.99495,                0.78158,                 0.5002,                0.92112,                0.05623,                0.33659,                0.84035,              0.0012476,              0.0012476,              0.0012476
                     22,                0.70974,                 1.5285,                0.22603,                 0.4472,                0.93199,                0.99955,                      1,                  0.995,                0.88863,                0.99955,                      1,                  0.995,                 0.7714,                0.52148,                 0.8773,                0.05334,                0.33862,                0.84201,               0.001208,               0.001208,               0.001208
                     23,                0.68272,                 1.5503,                0.24066,                0.43334,                0.92821,                0.99881,                      1,                  0.995,                0.88395,                0.99881,                      1,                  0.995,                0.79999,                0.54228,                 0.7817,                  0.052,                0.33527,                0.84051,              0.0011684,              0.0011684,              0.0011684
                     24,                0.64923,                 1.4957,                0.22688,                 0.4083,                0.91874,                0.99466,                      1,                  0.995,                0.88584,                0.99466,                      1,                  0.995,                0.79925,                0.53042,                0.76035,                0.05013,                0.33672,                0.84185,              0.0011288,              0.0011288,              0.0011288
                     25,                0.63348,                 1.3886,                0.21624,                0.40051,                0.90981,                      1,                 0.9983,                  0.995,                 0.8905,                0.99856,                  0.995,                  0.995,                0.79916,                0.52285,                0.80773,                0.04867,                0.31985,                 0.8376,              0.0010892,              0.0010892,              0.0010892
                     26,                0.64986,                 1.4191,                0.21726,                0.41218,                 0.9214,                 0.9994,                      1,                  0.995,                0.87331,                 0.9994,                      1,                  0.995,                0.81602,                0.53051,                0.72748,                0.04666,                0.32444,                0.84376,              0.0010496,              0.0010496,              0.0010496
                     27,                0.61647,                 1.4705,                0.21325,                0.39898,                 0.9068,                0.99979,                      1,                  0.995,                0.91267,                0.98286,                  0.975,                0.98214,                0.79188,                 0.4644,                0.89309,                0.04693,                0.30227,                0.82377,                0.00101,                0.00101,                0.00101
                     28,                0.63206,                 1.3817,                0.22196,                0.39791,                0.90802,                0.98964,                      1,                 0.9949,                0.91018,                0.98964,                      1,                 0.9949,                0.82148,                0.42324,                0.71927,                0.04746,                0.29588,                0.81464,              0.0009704,              0.0009704,              0.0009704
                     29,                0.59495,                 1.2795,                0.20942,                0.38808,                0.90759,                0.99859,                      1,                  0.995,                0.90761,                0.99859,                      1,                  0.995,                 0.8306,                0.44575,                0.68994,                0.04546,                0.29502,                0.82177,              0.0009308,              0.0009308,              0.0009308
                     30,                0.60057,                 1.2395,                0.19874,                0.38799,                0.89597,                0.99359,                      1,                0.99485,                0.92513,                0.98862,                  0.995,                 0.9948,                0.84719,                0.40784,                0.67299,                0.04398,                0.29667,                0.80897,              0.0008912,              0.0008912,              0.0008912
                     31,                0.60526,                 1.2034,                0.20852,                0.38834,                0.90652,                0.99453,                      1,                0.99495,                0.92049,                0.99453,                      1,                0.99495,                0.84648,                 0.4141,                0.62046,                 0.0413,                 0.2892,                0.80969,              0.0008516,              0.0008516,              0.0008516
                     32,                 0.5695,                 1.1919,                0.18778,                0.37076,                0.89055,                 0.9943,                      1,                  0.995,                0.92731,                 0.9943,                      1,                  0.995,                0.83032,                0.40599,                0.67028,                0.03653,                0.27312,                0.81228,               0.000812,               0.000812,               0.000812
                     33,                 0.5723,                 1.1591,                0.18961,                0.36893,                0.88803,                0.99432,                      1,                0.99475,                0.92439,                0.99432,                      1,                0.99475,                0.87015,                0.42847,                 0.5893,                0.03772,                0.28079,                0.81723,              0.0007724,              0.0007724,              0.0007724
                     34,                0.55413,                 1.1103,                0.18914,                0.35052,                0.88532,                0.99461,                      1,                0.99475,                0.89901,                0.99461,                      1,                0.99475,                0.87301,                0.51631,                0.55988,                0.03616,                0.29517,                0.82847,              0.0007328,              0.0007328,              0.0007328
                     35,                0.55811,                 1.1006,                0.18918,                 0.3578,                0.89073,                 0.9943,                      1,                 0.9949,                0.92108,                 0.9943,                      1,                 0.9949,                0.87295,                0.42979,                0.57463,                0.03468,                0.27528,                 0.8115,              0.0006932,              0.0006932,              0.0006932
                     36,                0.55112,                 1.1594,                0.19125,                0.35991,                0.89405,                0.99376,                      1,                0.99495,                0.93364,                0.99376,                      1,                0.99495,                0.87369,                0.40696,                0.62247,                0.03472,                0.27059,                0.81158,              0.0006536,              0.0006536,              0.0006536
                     37,                 0.5358,                 1.0594,                0.17941,                0.34742,                0.87754,                 0.9947,                      1,                0.99485,                0.92716,                 0.9947,                      1,                0.99485,                0.88046,                0.39583,                0.55017,                0.03674,                0.26241,                0.80721,               0.000614,               0.000614,               0.000614
                     38,                0.53476,                 1.0106,                0.16765,                0.34862,                0.88262,                0.99469,                      1,                0.99495,                0.92656,                0.99469,                      1,                0.99495,                0.89134,                0.41434,                0.52886,                0.03271,                0.25663,                0.80811,              0.0005744,              0.0005744,              0.0005744
                     39,                0.52699,                 1.0043,                0.18015,                   0.34,                0.89284,                0.99496,                      1,                0.99495,                0.94342,                0.99423,                  0.995,                0.99495,                0.88059,                0.35872,                0.54858,                0.03379,                0.24508,                0.79919,              0.0005348,              0.0005348,              0.0005348
                     40,                0.51887,                0.91732,                0.17645,                0.34293,                0.87524,                0.99919,                      1,                  0.995,                0.93557,                0.99919,                      1,                  0.995,                0.88286,                0.37411,                0.54945,                0.03396,                0.24899,                0.80034,              0.0004952,              0.0004952,              0.0004952
                     41,                0.43146,                0.53404,                0.03423,                0.27408,                  0.821,                0.99475,                      1,                0.99485,                0.91763,                0.99475,                      1,                0.99485,                0.90245,                0.44143,                0.50733,                0.02702,                0.26964,                0.81057,              0.0004556,              0.0004556,              0.0004556
                     42,                0.40494,                0.51365,                0.02673,                0.27356,                0.81293,                0.99468,                      1,                0.99495,                 0.9474,                0.99468,                      1,                0.99495,                0.89934,                0.36422,                0.46716,                0.02109,                0.25496,                0.79606,               0.000416,               0.000416,               0.000416
                     43,                0.38648,                0.49527,                0.02175,                0.26888,                0.81583,                0.99663,                      1,                  0.995,                0.94726,                0.99663,                      1,                  0.995,                0.90631,                0.36082,                0.45671,                 0.0168,                0.25239,                0.79955,              0.0003764,              0.0003764,              0.0003764
                     44,                0.38883,                0.48061,                0.01861,                0.26362,                0.81707,                0.99681,                      1,                  0.995,                0.94708,                0.99681,                      1,                  0.995,                 0.9017,                0.34444,                0.44538,                0.01423,                0.23974,                  0.793,              0.0003368,              0.0003368,              0.0003368
                     45,                0.37031,                0.45063,                0.01684,                0.25761,                0.80438,                 0.9949,                      1,                  0.995,                0.95204,                 0.9949,                      1,                  0.995,                0.91576,                0.34496,                0.42802,                0.01267,                0.24362,                0.79334,              0.0002972,              0.0002972,              0.0002972
                     46,                0.34713,                0.42823,                0.01449,                0.24319,                0.80466,                0.99472,                      1,                  0.995,                0.95928,                0.99472,                      1,                  0.995,                0.92153,                0.31641,                0.41693,                0.01192,                0.23158,                0.79027,              0.0002576,              0.0002576,              0.0002576
